1H,1,0,0,
2H,1,1,1112.2831,0.0002
3H,1,2,2827.2654,0.0003
3He,2,1,2572.68044,0.00015
3Li,3,0,-2267,667
4H,1,3,1720.4491,25
4He,2,2,7073.9156,0.0002
4Li,3,1,1153.7603,53.033
5H,1,4,1336.3592,17.8885
5He,2,3,5512.1325,4
5Li,3,2,5266.1325,10
5Be,4,1,18,401
6H,1,5,961.6395,42.3545
6He,2,4,4878.5199,0.0089
6Li,3,3,5332.3312,0.0003
6Be,4,2,4487.2478,0.908
6B,5,1,-467,334
7H,1,6,940,143
7He,2,5,4123.0578,1.0799
7Li,3,4,5606.4401,0.0006
7Be,4,3,5371.5487,0.0101
7B,5,2,3558.7055,3.5929
8He,2,6,3924.521,0.0111
8Li,3,5,5159.7124,0.0059
8Be,4,4,7062.4356,0.0044
8B,5,3,4717.1551,0.125
8C,6,2,3101.5242,2.2804
9He,2,7,3349.038,5.2018
9Li,3,6,5037.7685,0.0207
9Be,4,5,6462.6693,0.0085
9B,5,4,6257.0713,0.1003
9C,6,3,4337.4233,0.2374
10He,2,8,2995.134,9.2848
10Li,3,7,4531.3512,1.2721
10Be,4,6,6497.6306,0.0081
10B,5,5,6475.0835,0.0015
10C,6,4,6032.0426,0.007
10N,7,3,3643.6724,40
11Li,3,8,4155.3817,0.0559
11Be,4,7,5952.5402,0.0216
11B,5,6,6927.7323,0.0011
11C,6,5,6676.4563,0.0054
11N,7,4,5358.4023,0.4546
11O,8,3,3162.4372,5.458
12Li,3,9,3791.5999,2.5005
12Be,4,8,5720.7223,0.159
12B,5,7,6631.2237,0.1101
12C,6,6,7680.1446,0.0002
12N,7,5,6170.11,0.0833
12O,8,4,4881.9755,1
13Li,3,10,3507.6307,5.3848
13Be,4,9,5241.4359,0.7831
13B,5,8,6496.4194,0.0769
13C,6,7,7469.8495,0.0002
13N,7,6,7238.8634,0.0207
13O,8,5,5811.7636,0.7328
13F,9,4,4297,38
14Be,4,10,4993.8973,9.4461
14B,5,9,6101.6451,1.5152
14C,6,8,7520.3198,0.0004
14N,7,7,7475.6148,0.0002
14O,8,6,7052.2783,0.0018
14F,9,5,5285.2091,2.9371
15Be,4,11,4540.9708,11.0532
15B,5,10,5880.0438,1.4019
15C,6,9,7100.1696,0.0533
15N,7,8,7699.4603,0.0002
15O,8,7,7463.6915,0.0327
15F,9,6,6497.4597,0.9333
15Ne,10,5,4868.7285,4.4456
16Be,4,12,4285.2851,10.3623
16B,5,11,5507.3535,1.5354
16C,6,10,6922.0546,0.2236
16N,7,9,7373.7971,0.1438
16O,8,8,7976.2072,0.0002
16F,9,7,6964.049,0.3353
16Ne,10,6,6083.1777,1.28
17B,5,12,5269.6677,12.0061
17C,6,11,6558.0262,1.0215
17N,7,10,7286.2294,0.8824
17O,8,9,7750.7291,0.0002
17F,9,8,7542.3284,0.0146
17Ne,10,7,6640.4991,0.0208
17Na,11,6,5522.7653,3.5068
18B,5,13,4976.6306,11.3425
18C,6,12,6426.1321,1.6667
18N,7,11,7038.5627,1.0316
18O,8,10,7767.0981,0.0002
18F,9,9,7631.6383,0.0257
18Ne,10,8,7341.2577,0.0202
18Na,11,7,6202.2176,5.2156
19B,5,14,4719.6346,27.6507
19C,6,13,6118.274,5.1784
19N,7,12,6948.5452,0.8634
19O,8,11,7566.4952,0.1388
19F,9,10,7779.0192,0.0002
19Ne,10,9,7567.3431,0.0084
19Na,11,8,6937.8864,0.5545
19Mg,12,7,5901.4992,3.1579
20B,5,15,4405.6529,27.3178
20C,6,14,5961.4356,11.5312
20N,7,13,6709.1717,3.9447
20O,8,12,7568.5707,0.0442
20F,9,11,7720.1351,0.0015
20Ne,10,10,8032.2412,0.0002
20Na,11,9,7298.5028,0.0554
20Mg,12,8,6728.0252,0.0931
21B,5,16,4152.5265,26.6031
21C,6,15,5674,28
21N,7,14,6609.0159,6.3832
21O,8,13,7389.3747,0.5714
21F,9,12,7738.2934,0.0857
21Ne,10,11,7971.7136,0.0018
21Na,11,10,7765.5581,0.002
21Mg,12,9,7105.0317,0.0359
21Al,13,8,6297,29
22C,6,16,5421.0778,10.5223
22N,7,15,6378.5347,9.4445
22O,8,14,7364.8722,2.5873
22F,9,13,7624.2954,0.5636
22Ne,10,12,8080.4656,0.0008
22Na,11,11,7915.6624,0.006
22Mg,12,10,7662.7645,0.0072
22Al,13,9,6782,18
22Si,14,8,6044,23
23C,6,17,5077,43
23N,7,16,6236.6721,18.2856
23O,8,15,7163.4856,5.2918
23F,9,14,7622.3447,1.4487
23Ne,10,13,7955.2561,0.0045
23Na,11,12,8111.4936,0.0002
23Mg,12,11,7901.1229,0.0014
23Al,13,10,7335.7275,0.015
23Si,14,9,6554,22
24N,7,17,5887,17
24O,8,16,7039.6855,6.8698
24F,9,15,7463.5831,4.0696
24Ne,10,14,7993.3252,0.0214
24Na,11,13,8063.4882,0.0007
24Mg,12,12,8260.7103,0.0006
24Al,13,11,7649.5806,0.0095
24Si,14,10,7167.2329,0.8113
24P,15,9,6165,21
25N,7,18,5613,20
25O,8,17,6727.8058,6.6034
25F,9,16,7336.3065,3.8577
25Ne,10,15,7839.7994,1.1618
25Na,11,14,8101.3979,0.048
25Mg,12,13,8223.5028,0.0019
25Al,13,12,8021.1366,0.0026
25Si,14,11,7480.1109,0.4
25P,15,10,6794,16
26O,8,18,6497.479,6.3442
26F,9,17,7082.2497,4.1164
26Ne,10,16,7751.911,0.7088
26Na,11,15,8004.2013,0.1347
26Mg,12,14,8333.8711,0.0011
26Al,13,13,8149.7653,0.0026
26Si,14,12,7924.7083,0.0041
26P,15,11,7198,8
26S,16,10,6525,23
27O,8,19,6185,19
27F,9,18,6879.6662,4.4518
27Ne,10,17,7520.4151,3.3619
27Na,11,16,7956.9467,0.138
27Mg,12,15,8263.8525,0.0018
27Al,13,14,8331.5533,0.0018
27Si,14,13,8124.342,0.004
27P,15,12,7661.0894,0.3334
27S,16,11,6960,15
28O,8,20,5988,25
28F,9,19,6626.8567,4.2981
28Ne,10,18,7388.3463,4.5024
28Na,11,17,7799.2644,0.3659
28Mg,12,16,8272.4531,0.0093
28Al,13,15,8309.8969,0.0018
28Si,14,14,8447.7445,0.0002
28P,15,13,7907.4842,0.041
28S,16,12,7478.7911,5.7143
28Cl,17,11,6587,18
29F,9,20,6444.0314,18.116
29Ne,10,19,7167.0673,5.1553
29Na,11,18,7682.1522,0.253
29Mg,12,17,8113.5317,0.0119
29Al,13,16,8348.4647,0.0119
29Si,14,15,8448.6361,0.0002
29P,15,14,8251.2368,0.0124
29S,16,13,7746.3826,0.4497
29Cl,17,12,7129,7
29Ar,18,11,6276,15
30F,9,21,6205,17
30Ne,10,20,7034.5317,8.4417
30Na,11,19,7501.9685,0.1576
30Mg,12,18,8054.425,0.0432
30Al,13,17,8261.1049,0.0645
30Si,14,16,8520.6549,0.0008
30P,15,15,8353.5064,0.0022
30S,16,14,8122.7081,0.0069
30Cl,17,13,7472.1698,0.7959
30Ar,18,12,6866,6
31F,9,22,6011,17
31Ne,10,21,6813.0902,8.5869
31Na,11,20,7398.6778,0.4507
31Mg,12,19,7869.1886,0.0992
31Al,13,18,8225.518,0.0721
31Si,14,17,8458.2916,0.0014
31P,15,16,8481.1677,0.0002
31S,16,15,8281.8013,0.0074
31Cl,17,14,7869.2101,0.1112
31Ar,18,13,7252,6
31K,19,12,6487,10
32Ne,10,22,6671,16
32Na,11,21,7219.8815,1.1644
32Mg,12,20,7803.8411,0.1019
32Al,13,19,8100.3449,0.2241
32Si,14,18,8481.469,0.0093
32P,15,17,8464.1203,0.0013
32S,16,16,8493.1301,0.0002
32Cl,17,15,8072.4058,0.0176
32Ar,18,14,7700.0089,0.0553
32K,19,13,6920,12
33Ne,10,23,6436,18
33Na,11,22,7089.9262,13.6337
33Mg,12,21,7636.4382,0.0807
33Al,13,20,8020.6172,0.2117
33Si,14,19,8361.0596,0.0212
33P,15,18,8513.8073,0.033
33S,16,17,8497.6304,0.0002
33Cl,17,16,8304.7557,0.0118
33Ar,18,15,7928.9559,0.0121
33K,19,14,7392,6
33Ca,20,13,6657,12
34Ne,10,24,6287,15
34Na,11,23,6886.4377,17.6299
34Mg,12,22,7550.3919,0.2027
34Al,13,21,7860.3506,0.0619
34Si,14,20,8337.1659,0.0236
34P,15,19,8448.1856,0.0238
34S,16,18,8583.4986,0.0013
34Cl,17,17,8398.9706,0.0014
34Ar,18,16,8197.6724,0.0023
34K,19,15,7670,6
34Ca,20,14,7173,9
35Na,11,24,6745,19
35Mg,12,23,7356.2338,7.7048
35Al,13,22,7787.1243,0.2103
35Si,14,21,8169.5644,1.0245
35P,15,20,8446.2496,0.0533
35S,16,19,8537.8511,0.0012
35Cl,17,18,8520.279,0.001
35Ar,18,17,8327.4621,0.0194
35K,19,16,7965.8409,0.0146
35Ca,20,15,7476,6
35Sc,21,14,6828,11
36Na,11,25,6557,19
36Mg,12,24,7244.4202,19.1733
36Al,13,23,7623.5154,4.1529
36Si,14,22,8112.5199,1.9944
36P,15,21,8307.8692,0.3643
36S,16,20,8575.39,0.0052
36Cl,17,19,8521.9322,0.001
36Ar,18,18,8519.9096,0.0008
36K,19,17,8142.2233,0.009
36Ca,20,16,7815.8799,1.1111
36Sc,21,15,7166,8
37Na,11,26,6403,19
37Mg,12,25,7055.1115,18.8905
37Al,13,24,7531.316,4.8715
37Si,14,23,7952.9033,3.0759
37P,15,22,8267.5561,1.0256
37S,16,21,8459.9363,0.0054
37Cl,17,20,8570.2816,0.0014
37Ar,18,19,8527.1406,0.0056
37K,19,18,8339.848,0.0025
37Ca,20,17,8003.4567,0.0171
37Sc,21,16,7525,8
37Ti,22,15,6926,11
38Na,11,27,6216,19
38Mg,12,26,6928,13
38Al,13,25,7370,4
38Si,14,24,7892.8297,2.7577
38P,15,23,8147.2749,1.91
38S,16,22,8448.7829,0.1887
38Cl,17,21,8505.4817,0.0026
38Ar,18,20,8614.2807,0.0051
38K,19,19,8438.0593,0.0051
38Ca,20,18,8240.0434,0.0051
38Sc,21,17,7751,5
38Ti,22,16,7319,8
39Na,11,28,6056,19
39Mg,12,27,6734,13
39Al,13,26,7260,8
39Si,14,25,7730.9793,3.4752
39P,15,24,8097.9701,2.8883
39S,16,23,8344.2698,1.2821
39Cl,17,22,8494.4032,0.0444
39Ar,18,21,8562.5988,0.1282
39K,19,20,8557.0258,0.0003
39Ca,20,19,8369.6711,0.0153
39Sc,21,18,8013.4575,0.6154
39Ti,22,17,7566,5
39V,23,16,7031,10
40Mg,12,28,6598,13
40Al,13,27,7097,7
40Si,14,26,7655.8247,3.0498
40P,15,25,7981.4177,2.0902
40S,16,24,8329.3255,0.0996
40Cl,17,23,8427.766,0.8016
40Ar,18,22,8595.2594,0.0002
40K,19,21,8538.0907,0.0014
40Ca,20,20,8551.3046,0.0006
40Sc,21,19,8173.6697,0.0707
40Ti,22,18,7865.8632,1.7061
40V,23,17,7310,7
41Mg,12,29,6425,12
41Al,13,28,6980,10
41Si,14,27,7482,7
41P,15,26,7906.5513,2.9308
41S,16,25,8229.6358,0.1
41Cl,17,24,8412.9593,1.6762
41Ar,18,23,8534.3733,0.0085
41K,19,22,8576.0731,0.0003
41Ca,20,21,8546.7075,0.0034
41Sc,21,20,8369.1979,0.0019
41Ti,22,19,8034.3889,0.6816
41V,23,18,7625,5
41Cr,24,17,7116,10
42Al,13,29,6829,12
42Si,14,28,7410,7
42P,15,27,7765.9122,2.2621
42S,16,26,8193.2275,0.0665
42Cl,17,25,8345.8864,1.4194
42Ar,18,24,8555.6141,0.1375
42K,19,23,8551.2571,0.0025
42Ca,20,22,8616.5646,0.0035
42Sc,21,21,8444.9303,0.0037
42Ti,22,20,8259.24,0.0064
42V,23,19,7824,5
42Cr,24,18,7456,7
43Al,13,30,6712,14
43Si,14,29,7251,9
43P,15,28,7681,7
43S,16,27,8063.8276,0.1156
43Cl,17,26,8323.8672,1.4386
43Ar,18,25,8488.2382,0.1235
43K,19,24,8576.2204,0.0095
43Ca,20,23,8600.6653,0.0053
43Sc,21,22,8530.8265,0.0433
43Ti,22,21,8352.8054,0.133
43V,23,20,8069.5129,0.9965
43Cr,24,19,7680,5
43Mn,25,18,7213,9
44Si,14,30,7156,11
44P,15,29,7552,9
44S,16,28,7996.0154,0.1186
44Cl,17,27,8234.4788,1.9447
44Ar,18,26,8493.8411,0.036
44K,19,25,8546.7023,0.0095
44Ca,20,24,8658.1769,0.0074
44Sc,21,23,8557.3805,0.0399
44Ti,22,22,8533.5215,0.0159
44V,23,21,8203.4567,0.1651
44Cr,24,20,7949.6265,1.1644
44Mn,25,19,7457,7
45Si,14,31,7004,13
45P,15,30,7456,11
45S,16,29,7867,7
45Cl,17,28,8181.5991,3.0259
45Ar,18,27,8419.9526,0.0114
45K,19,26,8554.6747,0.0116
45Ca,20,25,8630.5467,0.0081
45Sc,21,24,8618.941,0.0147
45Ti,22,23,8555.7321,0.0186
45V,23,22,8380.0394,0.0192
45Cr,24,21,8087.7286,0.7866
45Mn,25,20,7747,7
45Fe,26,19,7299,6
46P,15,31,7320,11
46S,16,30,7785,9
46Cl,17,29,8080.7757,2.1141
46Ar,18,28,8412.3835,0.0506
46K,19,27,8518.0428,0.0158
46Ca,20,26,8668.9848,0.0486
46Sc,21,25,8622.0215,0.0146
46Ti,22,24,8656.4623,0.002
46V,23,23,8486.1423,0.0029
46Cr,24,22,8303.8233,0.249
46Mn,25,21,7916.0805,1.8832
46Fe,26,20,7603,7
47P,15,32,7209,13
47S,16,31,7652,9
47Cl,17,30,7992,4
47Ar,18,29,8311.425,0.0258
47K,19,28,8514.8795,0.0297
47Ca,20,27,8639.3548,0.0473
47Sc,21,26,8665.0958,0.0411
47Ti,22,25,8661.2325,0.0017
47V,23,24,8582.2348,0.0024
47Cr,24,23,8407.2067,0.1106
47Mn,25,22,8135.3117,0.6738
47Fe,26,21,7790,11
47Co,27,20,7396,13
48S,16,32,7552,10
48Cl,17,31,7883,10
48Ar,18,30,8243.6656,0.3493
48K,19,29,8434.2324,0.0161
48Ca,20,28,8666.6916,0.0004
48Sc,21,27,8656.2097,0.1031
48Ti,22,26,8723.0122,0.0016
48V,23,25,8623.0686,0.0202
48Cr,24,24,8572.2553,0.1523
48Mn,25,23,8274.1924,0.1396
48Fe,26,22,8022.7254,1.9212
48Co,27,21,7595,10
48Ni,28,20,7236,9
49S,16,33,7400,12
49Cl,17,32,7785,8
49Ar,18,31,8132,8
49K,19,30,8372.2753,0.0164
49Ca,20,29,8594.85,0.0036
49Sc,21,28,8686.2805,0.0463
49Ti,22,27,8711.1625,0.0016
49V,23,26,8682.9135,0.0168
49Cr,24,25,8613.2777,0.0449
49Mn,25,24,8439.915,0.0452
49Fe,26,23,8161.3121,0.4943
49Co,27,22,7840,10
49Ni,28,21,7450,12
50Cl,17,33,7651,8
50Ar,18,32,8054,10
50K,19,31,8288.5833,0.1546
50Ca,20,30,8550.1639,0.0317
50Sc,21,29,8633.4747,0.0503
50Ti,22,28,8755.7227,0.0017
50V,23,27,8695.9032,0.0019
50Cr,24,26,8701.0188,0.0019
50Mn,25,25,8532.6823,0.0023
50Fe,26,24,8354.0268,0.1677
50Co,27,23,8000.6387,2.515
50Ni,28,22,7702,10
51Cl,17,34,7530,14
51Ar,18,33,7922,8
51K,19,32,8221.335,0.2557
51Ca,20,31,8476.9135,0.0102
51Sc,21,30,8597.2213,0.0493
51Ti,22,29,8708.9912,0.0095
51V,23,28,8742.0852,0.0019
51Cr,24,27,8711.9923,0.0033
51Mn,25,26,8633.7602,0.006
51Fe,26,25,8460.4977,0.0274
51Co,27,24,8193.2549,0.9498
51Ni,28,23,7870,10
52Cl,17,35,7386,13
52Ar,18,34,7827,12
52K,19,33,8115.0303,0.6449
52Ca,20,32,8429.3821,0.0129
52Sc,21,31,8534.6695,0.0591
52Ti,22,30,8691.8193,0.0528
52V,23,29,8714.569,0.0031
52Cr,24,28,8775.9946,0.0022
52Mn,25,27,8670.4087,0.0025
52Fe,26,26,8609.6079,0.0035
52Co,27,25,8325.5606,0.1016
52Ni,28,24,8083.8977,1.5943
52Cu,29,23,7671,12
53Ar,18,35,7677,13
53K,19,34,8022.8488,2.109
53Ca,20,33,8330.5778,0.826
53Sc,21,32,8492.8325,0.3339
53Ti,22,31,8631.1256,0.0545
53V,23,30,8710.1425,0.0585
53Cr,24,29,8760.2103,0.0022
53Mn,25,28,8734.1798,0.0065
53Fe,26,27,8648.7985,0.0315
53Co,27,26,8477.6578,0.0326
53Ni,28,25,8217.0749,0.4745
53Cu,29,24,7891,9
54Ar,18,36,7578,15
54K,19,35,7891,7
54Ca,20,34,8247.4967,0.897
54Sc,21,33,8404.8115,0.2588
54Ti,22,32,8599.6917,0.2932
54V,23,31,8662.1382,0.207
54Cr,24,30,8777.9672,0.0025
54Mn,25,29,8737.9768,0.0186
54Fe,26,28,8736.3846,0.0064
54Co,27,27,8569.2199,0.0066
54Ni,28,26,8393.0328,0.0862
54Cu,29,25,8045,7
54Zn,30,24,7742,4
55K,19,36,7792,9
55Ca,20,35,8125.926,2.913
55Sc,21,34,8333.3694,1.1347
55Ti,22,33,8518.9696,0.525
55V,23,32,8637.3391,0.4912
55Cr,24,31,8731.9362,0.0042
55Mn,25,30,8765.0247,0.0047
55Fe,26,29,8746.5981,0.0056
55Co,27,28,8669.6204,0.0074
55Ni,28,27,8497.3225,0.0128
55Cu,29,26,8233.997,2.8284
55Zn,30,25,7904,7
56K,19,37,7663,11
56Ca,20,36,8033.1654,4.4579
56Sc,21,35,8233.5781,4.6369
56Ti,22,34,8467.9495,1.7893
56V,23,33,8574.7006,3.1408
56Cr,24,32,8723.2609,0.0103
56Mn,25,31,8738.3358,0.0052
56Fe,26,30,8790.3563,0.0048
56Co,27,29,8694.8386,0.0085
56Ni,28,28,8642.7811,0.0071
56Cu,29,27,8355.9907,0.1142
56Zn,30,26,8106,7
56Ga,31,25,7707,9
57K,19,38,7563,11
57Ca,20,37,7912,7
57Sc,21,36,8158.1666,3.154
57Ti,22,35,8372.9008,3.6119
57V,23,34,8535.1967,1.4871
57Cr,24,33,8663.3998,0.0327
57Mn,25,32,8736.7146,0.0264
57Fe,26,31,8770.2829,0.0047
57Co,27,30,8741.8845,0.009
57Ni,28,29,8670.9364,0.0099
57Cu,29,28,8503.2646,0.0088
57Zn,30,27,8231,4
57Ga,31,26,7916,7
58K,19,39,7437,12
58Ca,20,38,7828,9
58Sc,21,37,8054.9436,3.2763
58Ti,22,36,8307.629,3.161
58V,23,35,8458.156,1.652
58Cr,24,34,8643.9987,0.0514
58Mn,25,33,8696.6438,0.0466
58Fe,26,32,8792.2534,0.0055
58Co,27,31,8738.9719,0.0199
58Ni,28,30,8732.0621,0.006
58Cu,29,29,8570.9696,0.0097
58Zn,30,28,8395.9467,0.8621
58Ga,31,27,8059,5
58Ge,32,26,7770,9
59K,19,40,7332,14
59Ca,20,39,7708,10
59Sc,21,38,7976.4073,4.2312
59Ti,22,37,8218,5
59V,23,36,8403.8034,2.3288
59Cr,24,35,8568.5995,0.0114
59Mn,25,34,8680.9224,0.0395
59Fe,26,33,8754.7746,0.0056
59Co,27,32,8768.0379,0.0067
59Ni,28,31,8736.5912,0.006
59Cu,29,30,8642.0027,0.009
59Zn,30,29,8473.7802,0.0129
59Ga,31,28,8232,3
59Ge,32,27,7924,7
60Ca,20,40,7627,12
60Sc,21,39,7873,8
60Ti,22,38,8152.7858,4.0054
60V,23,37,8322.8751,3.0324
60Cr,24,36,8540.1876,0.0186
60Mn,25,35,8628.1392,0.0388
60Fe,26,34,8755.8539,0.0568
60Co,27,33,8746.7692,0.0067
60Ni,28,32,8780.7769,0.0059
60Cu,29,31,8665.6047,0.0269
60Zn,30,30,8583.0524,0.0091
60Ga,31,29,8327,3
60Ge,32,28,8113,5
60As,33,27,7735,7
61Ca,20,41,7503,13
61Sc,21,40,7794,10
61Ti,22,39,8058,5
61V,23,38,8271.0417,3.8511
61Cr,24,37,8460.1734,0.0305
61Mn,25,36,8598.9157,0.0382
61Fe,26,35,8703.7686,0.0428
61Co,27,34,8756.151,0.0138
61Ni,28,33,8765.0281,0.0058
61Cu,29,32,8715.5148,0.0156
61Zn,30,31,8610.3098,0.2606
61Ga,31,30,8446.4313,0.6228
61Ge,32,29,8215,5
61As,33,28,7930,5
62Sc,21,41,7688,10
62Ti,22,40,7990,6
62V,23,39,8187.7565,4.2627
62Cr,24,38,8427.3871,0.0556
62Mn,25,37,8538.5002,0.1055
62Fe,26,36,8692.8831,0.0451
62Co,27,35,8721.3347,0.2996
62Ni,28,34,8794.5555,0.0069
62Cu,29,33,8718.0839,0.0103
62Zn,30,32,8679.3451,0.0099
62Ga,31,31,8518.6449,0.0103
62Ge,32,30,8347,2
62As,33,29,8049,5
63Sc,21,42,7603,11
63Ti,22,41,7891,8
63V,23,40,8130.7809,5.3968
63Cr,24,39,8347.5398,1.1533
63Mn,25,38,8505.102,0.0591
63Fe,26,37,8631.5499,0.0683
63Co,27,36,8717.7972,0.2948
63Ni,28,35,8763.4955,0.0068
63Cu,29,34,8752.1404,0.0068
63Zn,30,33,8686.2866,0.0248
63Ga,31,32,8583.9267,0.0207
63Ge,32,31,8418.7167,0.5914
63As,33,30,8193,3
63Se,34,29,7917,8
64Ti,22,42,7826,9
64V,23,41,8045,6
64Cr,24,40,8303.5626,4.6866
64Mn,25,39,8437.4175,0.0553
64Fe,26,38,8612.3888,0.0784
64Co,27,37,8675.5223,0.3126
64Ni,28,36,8777.4637,0.0072
64Cu,29,35,8739.0736,0.0067
64Zn,30,34,8735.9057,0.0101
64Ga,31,33,8611.6317,0.0223
64Ge,32,32,8528.8243,0.0582
64As,33,31,8286,3
64Se,34,30,8075,8
65Ti,22,43,7726,11
65V,23,42,7981,8
65Cr,24,41,8218,3
65Mn,25,40,8400.6822,0.0573
65Fe,26,39,8546.347,0.0786
65Co,27,38,8656.8848,0.032
65Ni,28,37,8736.2424,0.0074
65Cu,29,36,8757.0967,0.0099
65Zn,30,35,8724.266,0.0099
65Ga,31,34,8662.1601,0.0122
65Ge,32,33,8555.0584,0.0333
65As,33,32,8396.2351,1.3041
65Se,34,31,8170,5
65Br,35,30,7904,8
66V,23,43,7894,8
66Cr,24,42,8168,5
66Mn,25,41,8331.7986,0.1694
66Fe,26,40,8521.7245,0.0621
66Co,27,39,8605.9419,0.2117
66Ni,28,38,8739.5086,0.0212
66Cu,29,37,8731.473,0.0098
66Zn,30,36,8759.6335,0.0113
66Ga,31,35,8669.3631,0.0166
66Ge,32,34,8625.4383,0.0364
66As,33,33,8468.4034,0.0861
66Se,34,32,8300,3
66Br,35,31,8014,6
67V,23,44,7829,9
67Cr,24,43,8079,6
67Mn,25,42,8281,3
67Fe,26,41,8449.9359,0.057
67Co,27,40,8581.7422,0.0962
67Ni,28,39,8695.7505,0.0431
67Cu,29,38,8737.4597,0.0133
67Zn,30,37,8734.1534,0.0113
67Ga,31,36,8707.533,0.0176
67Ge,32,35,8633.0884,0.0645
67As,33,34,8530.5685,0.0066
67Se,34,33,8369.5344,1.001
67Br,35,32,8148,4
67Kr,36,31,7883,6
68Cr,24,44,8026,7
68Mn,25,43,8209,4
68Fe,26,42,8418,3
68Co,27,41,8520.1301,0.0567
68Ni,28,40,8682.4667,0.0438
68Cu,29,39,8701.8913,0.0233
68Zn,30,38,8755.682,0.0115
68Ga,31,37,8701.2195,0.021
68Ge,32,36,8688.1371,0.0276
68As,33,35,8557.7457,0.0271
68Se,34,34,8477.0482,0.0073
68Br,35,33,8239,4
68Kr,36,32,8034,7
69Cr,24,45,7939,7
69Mn,25,44,8155,6
69Fe,26,43,8345,3
69Co,27,42,8495.4062,1.242
69Ni,28,41,8623.0998,0.054
69Cu,29,40,8695.2044,0.0203
69Zn,30,39,8722.7311,0.0115
69Ga,31,38,8724.5798,0.0174
69Ge,32,37,8680.964,0.0191
69As,33,36,8611.8214,0.4638
69Se,34,35,8503.7082,0.0216
69Br,35,34,8344.9026,0.6087
69Kr,36,33,8129,4
70Cr,24,46,7884,9
70Mn,25,45,8084,7
70Fe,26,44,8308,4
70Co,27,43,8434.198,0.157
70Ni,28,42,8604.2917,0.0306
70Cu,29,41,8646.8655,0.0155
70Zn,30,40,8729.8086,0.0274
70Ga,31,39,8709.2808,0.0172
70Ge,32,38,8721.7028,0.0117
70As,33,37,8621.5541,0.02
70Se,34,36,8576.0338,0.0226
70Br,35,35,8414.7964,0.2129
70Kr,36,34,8256,3
71Mn,25,46,8030,7
71Fe,26,45,8235,6
71Co,27,44,8398.7344,6.5497
71Ni,28,43,8543.1564,0.0315
71Cu,29,42,8635.0233,0.021
71Zn,30,41,8689.0417,0.0374
71Ga,31,40,8717.605,0.0114
71Ge,32,39,8703.3118,0.0115
71As,33,38,8663.935,0.0586
71Se,34,37,8586.0606,0.0394
71Br,35,36,8481.4629,0.0761
71Kr,36,35,8327.131,1.8136
71Rb,37,34,8118,6
72Mn,25,47,7955,8
72Fe,26,46,8195,7
72Co,27,45,8338,4
72Ni,28,44,8520.2118,0.0311
72Cu,29,43,8586.5256,0.0194
72Zn,30,42,8691.8053,0.0298
72Ga,31,41,8687.0893,0.0114
72Ge,32,40,8731.7459,0.0011
72As,33,39,8660.3786,0.0567
72Se,34,38,8644.4902,0.0272
72Br,35,37,8511.3126,0.0142
72Kr,36,36,8429.3193,0.1113
72Rb,37,35,8202,7
73Mn,25,48,7895,8
73Fe,26,47,8121,7
73Co,27,46,8302,4
73Ni,28,45,8457.6529,0.0332
73Cu,29,44,8568.5699,0.0266
73Zn,30,43,8648.3455,0.0255
73Ga,31,42,8693.874,0.023
73Ge,32,41,8705.05,0.0008
73As,33,40,8689.6099,0.0528
73Se,34,39,8641.5591,0.1017
73Br,35,38,8568.0803,0.0923
73Kr,36,37,8460.1847,0.0901
73Rb,37,36,8305.0821,0.5588
73Sr,38,35,8102,5
